Year,Fund Code,Dept Number,Appropriation Authority,Appropriation Account,Appropriation Account Description,Recommendation,Previous Year Revised,Previous Year Appropriation,Earlier Year Expenditures
2014,0100,039,2005,0143,Court Reporting,15992,8670,8670,31636
2014,0100,039,2005,0145,Legal Expenses,588439,253208,253208,1217409
2014,0100,039,2005,0149,For Software Maintenance and Licensing,55468,50006,50006,623624
2014,0100,039,2005,0150,Publications and Reproduction - Outside Services to Be,229817,,,216808
2014,0100,039,2005,0152,Advertising,37502,1000,1000,35379
2014,0100,039,2005,0154,"For the Rental and Maintenance of Data Processing, Office",29150,44878,44878,23742
2014,0100,039,2005,0155,Rental of Property,500616,500616,500616,26735
2014,0100,039,2005,0157,Rental of Equipment and Services,72172,91372,91372,84746
2014,0100,039,2005,0159,Lease Purchase Agreements for Equipment and Machinery,144093,107277,107277,134977
2014,0100,039,2005,0162,Repair/Maintenance of Equipment,106753,135842,135842,100710
2014,0100,039,2005,0166,"Dues, Subscriptions and Memberships",2036,4046,4046,1921
2014,0100,039,2005,0169,Technical Meeting Costs,19511,17796,17796,18407
2014,0100,039,2005,0172,For the Cost of Insurance Premiums and Expenses,1350,2600,2600,136
2014,0100,039,2005,0178,Freight and Express Charges,4307,1867,1867,107126
2014,0100,039,2005,0181,Mobile Communication Services,321647,160650,160650,245422
2014,0100,039,2005,0190,Telephone - Centrex Billing,247189,170454,170454,233196
2014,0100,039,2005,0100,Contractual Services - Total*,3131595,1844038,1844038,3543932
2014,0100,039,2005,0200,Travel,,,,
2014,0100,039,2005,0229,Transportation and Expense Allowance,3846,1045,1045,7493
2014,0100,039,2005,0245,Reimbursement to Travelers,1058,,,998
2014,0100,039,2005,0270,Local Transportation,498,581,581,4250
2014,0100,039,2005,0200,Travel - Total*,5402,1626,1626,12741
2014,0100,039,2005,0300,Commodities and Materials,,,,
2014,0100,039,2005,0340,Material and Supplies,297520,67106,67106,280447
2014,0100,039,2005,0350,Stationery and Office Supplies,15111,69818,69818,14062
2014,0100,039,2005,0300,Commodities and Materials - Total*,312631,136924,136924,294509
2014,0100,039,2005,,Appropriation Total*,11875547,8722360,8722360,12411595
2014,0100,041,1005,0000,Personnel Services,,,,
2014,0100,041,1005,0005,Salaries and Wages - on Payroll,11647488,11553220,11553220,15562830
2014,0100,041,1005,0012,Contract Wage Increment - Prevailing Rate,5594,4157,4157,
2014,0100,041,1005,0015,Schedule Salary Adjustments,68512,54052,54052,
2014,0100,041,1005,0020,Overtime,47672,52672,52672,24067
2014,0100,041,1005,0050,Stipends,5000,5000,5000,
2014,0100,041,1005,0091,Uniform Allowance,10800,7800,7800,19600
2014,0100,041,1005,0000,Personnel Services - Total*,11785066,11676901,11676901,15606497
2014,0100,041,1005,0100,Contractual Services,,,,
2014,0100,041,1005,0125,Office and Building Services,163500,171500,171500,174229
2014,0100,041,1005,0130,Postage,33000,45560,45560,27059
2014,0100,041,1005,0135,For Delegate Agencies,7875950,9777504,9777504,2065953
2014,0100,041,1005,0140,For Professional and Technical Services and Other Third,1318688,1002488,1002488,1996782
2014,0100,041,1005,0147,Surveys,450000,450000,450000,
2014,0100,041,1005,0148,Testing and Inspecting,1000,1000,1000,
2014,0100,041,1005,0149,For Software Maintenance and Licensing,20000,,,
2014,0100,041,1005,0150,Publications and Reproduction - Outside Services to Be,46380,11230,11230,438
2014,0100,041,1005,0152,Advertising,105108,81608,81608,1762
2014,0100,041,1005,0157,Rental of Equipment and Services,115100,95500,95500,90138
2014,0100,041,1005,0162,Repair/Maintenance of Equipment,88430,88680,88680,17549
2014,0100,041,1005,0166,"Dues, Subscriptions and Memberships",54890,28182,28182,52142
2014,0100,041,1005,0169,Technical Meeting Costs,14676,11176,11176,2846
2014,0100,041,1005,0179,Messenger Service,20900,23450,23450,20286
2014,0100,041,1005,0181,Mobile Communication Services,156000,175000,175000,292399
2014,0100,041,1005,0185,Waste Disposal Services,3780,2900,2900,4000
2014,0100,041,1005,0186,Pagers,1000,1050,1050,532
2014,0100,041,1005,0189,Telephone - Non-Centrex Billings,5200,3900,3900,3800
2014,0100,041,1005,0190,Telephone - Centrex Billing,220000,220500,220500,220000
2014,0100,041,1005,0191,Telephone - Relocations of Phone Lines,500,500,500,
2014,0100,041,1005,0196,Data Circuits,245000,247500,247500,290000
2014,0100,041,1005,0197,Telephone - Maintenance and Repair of,66900,82000,82000,117000
2014,0100,041,1005,0100,Contractual Services - Total*,11006002,12521228,12521228,5376915
2014,0100,041,1005,0200,Travel,,,,
2014,0100,041,1005,0229,Transportation and Expense Allowance,19392,32292,32292,12491
2014,0100,041,1005,0245,Reimbursement to Travelers,6200,6200,6200,
2014,0100,041,1005,0270,Local Transportation,10155,14775,14775,4490
2014,0100,041,1005,0200,Travel - Total*,35747,53267,53267,16981
2014,0100,041,1005,0300,Commodities and Materials,,,,
2014,0100,041,1005,0319,Clothing,3207,3207,3207,
2014,0100,041,1005,0330,Food,800,,,
2014,0100,041,1005,0338,"License Sticker, Tag and Plates",20525,21085,21085,4931
2014,0100,041,1005,0340,Material and Supplies,53187,82156,82156,58530
2014,0100,041,1005,0342,"Drugs, Medicine and Chemical Materials",938468,600000,600000,545269
2014,0100,041,1005,0343,X-Ray Supplies,20000,20000,20000,6753
2014,0100,041,1005,0345,Apparatus and Instruments,2000,2000,2000,
2014,0100,041,1005,0348,Books and Related Material,2950,6545,6545,2957
2014,0100,041,1005,0350,Stationery and Office Supplies,31928,31928,31928,30707
2014,0100,041,1005,0300,Commodities and Materials - Total*,1073065,766921,766921,649147
2014,0100,041,1005,0400,Equipment,,,,
2014,0100,041,1005,0445,Technical and Scientific Equipment,7920,7916,7916,2407
2014,0100,041,1005,0400,Equipment - Total*,7920,7916,7916,2407
2014,0100,041,1005,9000,Specific Purpose - General,,,,
2014,0100,041,1005,9018,A.I.D.S Outreach. to Be Expended by the Commissioner of,627500,627500,627500,627500
2014,0100,041,1005,9067,For Physical Exams,6120,6630,6630,
2014,0100,041,1005,9000,Specific Purpose - General - Total,633620,634130,634130,627500
2014,0100,041,1005,9100,Specific Purpose - as Specified,,,,
2014,0100,041,1005,9129,For Supplementary Funding for HIV/AIDS Related Programs,3657000,3657000,3657000,3557406
2014,0100,041,1005,9100,Specific Purpose - as Specified - Total,3657000,3657000,3657000,3557406
2014,0100,041,1005,,Appropriation Total*,28198420,29317363,29317363,25836853
2014,0100,045,2005,0000,Personnel Services,,,,
2014,0100,045,2005,0005,Salaries and Wages - on Payroll,1029198,1025826,1025826,1098076
2014,0100,045,2005,0015,Schedule Salary Adjustments,1449,,,
2014,0100,045,2005,0020,Overtime,500,500,500,
2014,0100,045,2005,0000,Personnel Services - Total*,1031147,1026326,1026326,1098076
2014,0100,045,2005,0100,Contractual Services,,,,
2014,0100,045,2005,0130,Postage,2166,6950,6950,6532
2014,0100,045,2005,0140,For Professional and Technical Services and Other Third,42400,54692,54692,32725
2014,0100,045,2005,0143,Court Reporting,8650,8966,8966,4086
2014,0100,045,2005,0146,Statistical Studies,1589,1589,1589,
2014,0100,045,2005,0157,Rental of Equipment and Services,8700,9200,9200,8515
2014,0100,045,2005,0162,Repair/Maintenance of Equipment,1200,1200,1200,
2014,0100,045,2005,0166,"Dues, Subscriptions and Memberships",4980,2100,2100,1972
2014,0100,045,2005,0169,Technical Meeting Costs,1500,1500,1500,
2014,0100,045,2005,0190,Telephone - Centrex Billing,3600,4000,4000,880
2014,0100,045,2005,0197,Telephone - Maintenance and Repair of,2480,3500,3500,3920
2014,0100,045,2005,0100,Contractual Services - Total*,77265,93697,93697,58630
2014,0100,045,2005,0200,Travel,,,,
2014,0100,045,2005,0229,Transportation and Expense Allowance,341,341,341,
2014,0100,045,2005,0270,Local Transportation,1425,1425,1425,1408
2014,0100,045,2005,0200,Travel - Total*,1766,1766,1766,1408
2014,0100,045,2005,0300,Commodities and Materials,,,,
2014,0100,045,2005,0348,Books and Related Material,1760,1760,1760,171
2014,0100,045,2005,0350,Stationery and Office Supplies,3018,3018,3018,3478
2014,0100,045,2005,0300,Commodities and Materials - Total*,4778,4778,4778,3649
2014,0100,045,2005,,Appropriation Total*,1114956,1126567,1126567,1161763
2014,0100,048,2005,0000,Personnel Services,,,,
2014,0100,048,2005,0005,Salaries and Wages - on Payroll,968622,969522,969522,1034698
2014,0100,048,2005,0015,Schedule Salary Adjustments,1332,1332,1332,
2014,0100,048,2005,0039,For the Employment of Students as Trainees,2925,2925,2925,
2014,0100,048,2005,0000,Personnel Services - Total*,972879,973779,973779,1034698
2014,0100,048,2005,0100,Contractual Services,,,,
2014,0100,048,2005,0130,Postage,5686,9954,9954,5983
2014,0100,048,2005,0140,For Professional and Technical Services and Other Third,85797,25587,25587,55705
2014,0100,048,2005,0157,Rental of Equipment and Services,14796,14796,14796,3476
2014,0100,048,2005,0159,Lease Purchase Agreements for Equipment and Machinery,21423,21423,21423,11290
2014,0100,048,2005,0162,Repair/Maintenance of Equipment,1319,1319,1319,436
2014,0100,048,2005,0169,Technical Meeting Costs,1000,1000,1000,
2014,0100,048,2005,0176,Maintenance and Operation - City Owned Vehicles,376,376,376,
2014,0100,048,2005,0181,Mobile Communication Services,1920,2696,2696,1800
2014,0100,048,2005,0186,Pagers,402,402,402,331
2014,0100,048,2005,0190,Telephone - Centrex Billing,14900,14700,14700,15800
2014,0100,048,2005,0197,Telephone - Maintenance and Repair of,3320,3800,3800,5000
2014,0100,048,2005,0100,Contractual Services - Total*,150939,96053,96053,99821
2014,0100,048,2005,0200,Travel,,,,
2014,0100,048,2005,0270,Local Transportation,13446,13446,13446,9764
2014,0100,048,2005,0200,Travel - Total*,13446,13446,13446,9764
2014,0100,048,2005,0300,Commodities and Materials,,,,
2014,0100,048,2005,0340,Material and Supplies,1332,436,436,465
2014,0100,048,2005,0348,Books and Related Material,793,793,793,64
2014,0100,048,2005,0350,Stationery and Office Supplies,6845,6845,6845,6268
2014,0100,048,2005,0300,Commodities and Materials - Total*,8970,8074,8074,6797
2014,0100,048,2005,9400,Specific Purpose - General,,,,
2014,0100,048,2005,9438,For Services Provided by the Department of Fleet and,40495,33629,33629,
2014,0100,048,2005,9400,Specific Purpose - General - Total,40495,33629,33629,
2014,0100,048,2005,,Appropriation Total*,1186729,1124981,1124981,1151080
2014,0100,050,2005,0000,Personnel Services,,,,
2014,0100,050,2005,0005,Salaries and Wages - on Payroll,1985236,1922171,1922171,3662097
2014,0100,050,2005,0015,Schedule Salary Adjustments,6840,3686,3686,
2014,0100,050,2005,0039,For the Employment of Students as Trainees,2400,2400,2400,2650
2014,0100,050,2005,0000,Personnel Services - Total*,1994476,1928257,1928257,3664747
2014,0100,050,2005,0100,Contractual Services,,,,
2014,0100,050,2005,0125,Office and Building Services,40000,40000,40000,37600
2014,0100,050,2005,0130,Postage,10860,10860,10860,10208
2014,0100,050,2005,0140,For Professional and Technical Services and Other Third,698066,4335466,4335466,2763151
2014,0100,050,2005,0150,Publications and Reproduction - Outside Services to Be,892,892,892,192
2014,0100,050,2005,0155,Rental of Property,,,,125000
2014,0100,050,2005,0159,Lease Purchase Agreements for Equipment and Machinery,79900,79900,79900,75103
2014,0100,050,2005,0162,Repair/Maintenance of Equipment,9140,9140,9140,8588
2014,0100,050,2005,0165,Graphic Design Services,3760,3760,3760,
2014,0100,050,2005,0166,"Dues, Subscriptions and Memberships",1388,1388,1388,833
2014,0100,050,2005,0169,Technical Meeting Costs,34101,34101,34101,32052
2014,0100,050,2005,0181,Mobile Communication Services,45000,78000,78000,107980
2014,0100,050,2005,0188,Vehicle Tracking Service,5300,5300,5300,5300
2014,0100,050,2005,0190,Telephone - Centrex Billing,20000,20000,20000,20000
2014,0100,050,2005,0196,Data Circuits,26600,21000,21000,21000
2014,0100,050,2005,0197,Telephone - Maintenance and Repair of,40000,45000,45000,45000
2014,0100,050,2005,0100,Contractual Services - Total*,1015007,4684807,4684807,3252007
2014,0100,050,2005,0200,Travel,,,,
2014,0100,050,2005,0240,Direct Payment to Private Agencies for Transport Services,9400,9400,9400,389
2014,0100,050,2005,0245,Reimbursement to Travelers,5000,5000,5000,1936
2014,0100,050,2005,0270,Local Transportation,13892,13892,13892,590
2014,0100,050,2005,0200,Travel - Total*,28292,28292,28292,2915
2014,0100,050,2005,0300,Commodities and Materials,,,,
2014,0100,050,2005,0340,Material and Supplies,12653,12653,12653,22083
2014,0100,050,2005,0350,Stationery and Office Supplies,4432,4432,4432,7952
2014,0100,050,2005,0300,Commodities and Materials - Total*,17085,17085,17085,30035
2014,0100,050,2005,9100,Specific Purpose - as Specified,,,,
2014,0100,050,2005,9132,Juvenile Intervention Service Center (JISC),,500000,500000,497675
2014,0100,050,2005,9133,Transitional Housing - Supportive Services,,500000,500000,362701
2014,0100,050,2005,9142,Ex-Offender/Re-Entry Initiatives,,1490000,1490000,1338375
2014,0100,050,2005,9143,Workforce Services for Target Populations,,650000,650000,635782
2014,0100,050,2005,9100,Specific Purpose - as Specified - Total,,3140000,3140000,2834533
2014,0100,050,2005,9200,Specific Purpose - as Specified,,,,
2014,0100,050,2005,9253,Early Childhood Education Program,11000000,,,
2014,0100,050,2005,9254,Violence Reduction Program,2000000,,,
2014,0100,050,2005,9255,Homeless Services for Youth,1540979,,,
2014,0100,050,2005,9259,Summer Programs,14451803,,,
2014,0100,050,2005,9260,After School Programs,13322801,,,
2014,0100,050,2005,9261,Children's Advocacy Center,900000,,,
2014,0100,050,2005,9262,Earned Income Tax Credit,1000000,,,
2014,0100,050,2005,9263,Homeless Services,6482676,7113574,7113574,6747690
2014,0100,050,2005,9200,Specific Purpose - as Specified - Total,50698259,7113574,7113574,6747690
2014,0100,050,2005,,Appropriation Total*,53753119,16912015,16912015,16531927
2014,0100,054,2005,0000,Personnel Services,,,,
2014,0100,054,2005,0005,Salaries and Wages - on Payroll,9388484,9369764,9369764,8546920
2014,0100,054,2005,0015,Schedule Salary Adjustments,42626,31070,31070,
2014,0100,054,2005,0039,For the Employment of Students as Trainees,40000,40000,40000,1940
2014,0100,054,2005,0050,Stipends,63000,63000,63000,50400
2014,0100,054,2005,0000,Personnel Services - Total*,9534110,9503834,9503834,8599260
2014,0100,054,2005,0100,Contractual Services,,,,
2014,0100,054,2005,0130,Postage,15947,12122,12122,11392
2014,0100,054,2005,0135,For Delegate Agencies,1746792,1648328,1606401,
2014,0100,054,2005,0138,For Professional Services for Information Technology,80000,58073,100000,
2014,0100,054,2005,0140,For Professional and Technical Services and Other Third,1411612,1614617,1614617,1270203
2014,0100,054,2005,0141,Appraisals,106750,137250,137250,93625
2014,0100,054,2005,0143,Court Reporting,81167,19131,19131,9964
2014,0100,054,2005,0147,Surveys,76000,118500,118500,33438
2014,0100,054,2005,0150,Publications and Reproduction - Outside Services to Be,12502,6616,6616,
2014,0100,054,2005,0152,Advertising,27535,36145,36145,7477
2014,0100,054,2005,0155,Rental of Property,1500,1500,1500,
2014,0100,054,2005,0159,Lease Purchase Agreements for Equipment and Machinery,36155,93540,93540,33417
2014,0100,054,2005,0162,Repair/Maintenance of Equipment,1521,3710,3710,558
2014,0100,054,2005,0166,"Dues, Subscriptions and Memberships",13199,8239,8239,7744
2014,0100,054,2005,0169,Technical Meeting Costs,61918,29314,29314,195
2014,0100,054,2005,0179,Messenger Service,2420,2420,2420,1597
2014,0100,054,2005,0181,Mobile Communication Services,25990,19000,19000,16100
2014,0100,054,2005,0189,Telephone - Non-Centrex Billings,,300,300,78
2014,0100,054,2005,0190,Telephone - Centrex Billing,36000,38000,38000,36000
2014,0100,054,2005,0197,Telephone - Maintenance and Repair of,19795,26000,26000,26200
2014,0100,054,2005,0100,Contractual Services - Total*,3756803,3872805,3872805,1547988
2014,0100,054,2005,0200,Travel,,,,
2014,0100,054,2005,0229,Transportation and Expense Allowance,5380,1880,1880,1750
2014,0100,054,2005,0245,Reimbursement to Travelers,2536,2536,2536,
2014,0100,054,2005,0270,Local Transportation,1548,1548,1548,1400
2014,0100,054,2005,0200,Travel - Total*,9464,5964,5964,3150
2014,0100,054,2005,0300,Commodities and Materials,,,,
2014,0100,054,2005,0340,Material and Supplies,15637,9400,9400,8836
2014,0100,054,2005,0348,Books and Related Material,5441,4636,4636,52
2014,0100,054,2005,0350,Stationery and Office Supplies,17586,19886,19886,29279
2014,0100,054,2005,0300,Commodities and Materials - Total*,38664,33922,33922,38167
2014,0100,054,2005,0400,Equipment,,,,
2014,0100,054,2005,0422,Office Machines,6000,,,
2014,0100,054,2005,0400,Equipment - Total*,6000,,,
2014,0100,054,2005,0900,Specific Purposes - Financial,,,,
2014,0100,054,2005,0938,For the Funding of the City's Contribution to the Low Income,3500000,3500000,3500000,3500000
2014,0100,054,2005,0900,Specific Purposes - Financial - Total,3500000,3500000,3500000,3500000
